gene,ensembl_id,CTRL_RG_detected_cells,CTRL_RG_detection_percentage,CTRL_IPC_detected_cells,CTRL_IPC_detection_percentage,CTRL_Young_detected_cells,CTRL_Young_detection_percentage
PSMB7,ENSG00000136930,1084,89.58677685950414,424,92.77899343544857,1222,92.71623672230652
NR6A1,ENSG00000148200,652,53.884297520661164,154,33.69803063457331,585,44.38543247344462
MIR181A2HG,ENSG00000224020,716,59.17355371900827,116,25.38293216630197,395,29.969650986342945
RPL35,ENSG00000136942,1210,100.0,457,100.0,1318,100.0
SCAI,ENSG00000173611,660,54.54545454545454,224,49.01531728665208,763,57.8907435508346
HSPA5,ENSG00000044574,848,70.08264462809917,311,68.05251641137856,878,66.61608497723824
GAPVD1,ENSG00000165219,634,52.396694214876035,237,51.85995623632385,768,58.2701062215478
MAPKAP1,ENSG00000119487,682,56.36363636363636,259,56.67396061269147,795,60.31866464339909
PBX3,ENSG00000167081,722,59.6694214876033,150,32.822757111597376,175,13.277693474962064
RPL12,ENSG00000197958,1210,100.0,457,100.0,1317,99.92412746585735
BBLN,ENSG00000171159,899,74.29752066115702,359,78.55579868708972,1194,90.59180576631259
FNBP1,ENSG00000187239,617,50.99173553719009,283,61.925601750547045,963,73.06525037936267
FUBP3,ENSG00000107164,642,53.05785123966942,196,42.88840262582057,677,51.365705614567524
ABL1,ENSG00000097007,630,52.066115702479344,279,61.050328227571114,680,51.593323216995444
NUP214,ENSG00000126883,728,60.16528925619835,189,41.35667396061269,600,45.52352048558422
PRRC2B,ENSG00000288701,1092,90.24793388429751,429,93.8730853391685,1257,95.37177541729895
SETX,ENSG00000107290,607,50.16528925619834,234,51.203501094091905,650,49.317147192716234
RPL7A,ENSG00000148303,1210,100.0,457,100.0,1318,100.0
BRD3,ENSG00000169925,631,52.14876033057851,306,66.95842450765865,970,73.59635811836115
SNHG7,ENSG00000233016,861,71.15702479338843,258,56.455142231947484,821,62.29135053110774
RABL6,ENSG00000196642,670,55.371900826446286,249,54.48577680525164,791,60.01517450682853
PHPT1,ENSG00000054148,1176,97.19008264462809,403,88.18380743982495,1180,89.52959028831563
EDF1,ENSG00000107223,1170,96.69421487603306,444,97.15536105032822,1261,95.67526555386951
SSNA1,ENSG00000176101,616,50.90909090909091,223,48.796498905908095,710,53.86949924127465
TUBB4B,ENSG00000188229,737,60.909090909090914,239,52.29759299781181,1051,79.74203338391503
MRPL41,ENSG00000182154,793,65.53719008264463,312,68.27133479212254,1012,76.78300455235205
LARP4B,ENSG00000107929,691,57.107438016528924,239,52.29759299781181,752,57.056145675265554
IDI1,ENSG00000067064,929,76.77685950413223,333,72.86652078774617,1064,80.72837632776935
KLF6,ENSG00000067082,652,53.884297520661164,91,19.912472647702405,429,32.54931714719272
TASOR2,ENSG00000108021,664,54.87603305785124,209,45.73304157549234,750,56.904400606980275
GDI2,ENSG00000057608,1048,86.61157024793388,405,88.62144420131291,1089,82.62518968133536
RBM17,ENSG00000134453,841,69.50413223140495,286,62.58205689277899,850,64.4916540212443
ATP5F1C,ENSG00000165629,1120,92.56198347107438,425,92.99781181619255,1238,93.93019726858877
USP6NL,ENSG00000148429,620,51.2396694214876,209,45.73304157549234,608,46.13050075872534
NUDT5,ENSG00000165609,875,72.31404958677686,277,60.61269146608315,731,55.46282245827011
CDC123,ENSG00000151465,782,64.62809917355372,253,55.36105032822757,830,62.9742033383915
CAMK1D,ENSG00000183049,994,82.14876033057851,376,82.27571115973743,1233,93.55083459787556
SEPHS1,ENSG00000086475,644,53.223140495867774,230,50.32822757111597,629,47.72382397572079
FRMD4A,ENSG00000151474,994,82.14876033057851,430,94.09190371991247,1165,88.39150227617603
FAM107B,ENSG00000065809,628,51.90082644628099,295,64.55142231947484,1046,79.36267071320182
FAM171A1,ENSG00000148468,823,68.01652892561984,327,71.55361050328227,1033,78.3763277693475
TRDMT1,ENSG00000107614,718,59.33884297520661,108,23.63238512035011,530,40.21244309559939
VIM,ENSG00000026025,1210,100.0,339,74.17943107221006,918,69.65098634294385
NSUN6,ENSG00000241058,737,60.909090909090914,254,55.57986870897156,848,64.33990895295902
MLLT10,ENSG00000078403,1002,82.8099173553719,354,77.4617067833698,1017,77.16236722306526
DNAJC1,ENSG00000136770,1132,93.55371900826445,283,61.925601750547045,827,62.74658573596358
MSRB2,ENSG00000148450,629,51.98347107438016,220,48.14004376367615,604,45.82701062215478
KIAA1217,ENSG00000120549,1118,92.39669421487604,140,30.63457330415755,106,8.042488619119878
ARHGAP21,ENSG00000107863,1166,96.36363636363636,434,94.9671772428884,1296,98.33080424886191
ANKRD26,ENSG00000107890,761,62.892561983471076,258,56.455142231947484,810,61.45675265553869
YME1L1,ENSG00000136758,969,80.08264462809917,360,78.7746170678337,1051,79.74203338391503
RAB18,ENSG00000099246,762,62.97520661157024,311,68.05251641137856,922,69.95447647951441
SVIL,ENSG00000197321,1092,90.24793388429751,406,88.8402625820569,969,73.5204855842185
ZNF438,ENSG00000183621,662,54.710743801652896,151,33.04157549234136,497,37.70864946889226
ZEB1,ENSG00000148516,1132,93.55371900826445,404,88.40262582056893,786,59.63581183611532
ARHGAP12,ENSG00000165322,806,66.61157024793388,222,48.57768052516411,605,45.90288315629742
KIF5B,ENSG00000170759,1153,95.2892561983471,443,96.93654266958424,1282,97.26858877086495
EPC1,ENSG00000120616,1073,88.67768595041322,427,93.43544857768052,1245,94.46130500758724
PARD3,ENSG00000148498,1142,94.3801652892562,342,74.83588621444201,325,24.658573596358117
CREM,ENSG00000095794,699,57.768595041322314,181,39.606126914660834,489,37.101669195751136
CCNY,ENSG00000108100,1138,94.04958677685951,425,92.99781181619255,1231,93.39908952959028
FZD8,ENSG00000177283,857,70.82644628099175,32,7.00218818380744,49,3.7177541729893777
ZNF33A,ENSG00000189180,682,56.36363636363636,297,64.98905908096279,1016,77.08649468892261
ZNF37A,ENSG00000075407,740,61.15702479338842,231,50.54704595185996,717,54.40060698027314
ZNF22,ENSG00000165512,993,82.06611570247934,327,71.55361050328227,950,72.07890743550834
MAPK8,ENSG00000107643,1085,89.6694214876033,447,97.81181619256017,1305,99.01365705614568
PARG,ENSG00000227345,698,57.68595041322314,247,54.04814004376368,748,56.752655538694995
PRKG1,ENSG00000185532,981,81.07438016528926,100,21.88183807439825,194,14.719271623672231
CISD1,ENSG00000122873,823,68.01652892561984,275,60.17505470459519,910,69.04400606980273
TFAM,ENSG00000108064,760,62.8099173553719,241,52.735229759299784,724,54.93171471927162
BICC1,ENSG00000122870,682,56.36363636363636,114,24.945295404814004,313,23.748103186646432
ARID5B,ENSG00000150347,804,66.44628099173553,197,43.10722100656455,418,31.71471927162367
LRRTM3,ENSG00000198739,622,51.404958677685954,10,2.1881838074398248,43,3.2625189681335356
HERC4,ENSG00000148634,842,69.58677685950413,276,60.393873085339166,859,65.17450682852808
HNRNPH3,ENSG00000096746,1165,96.28099173553719,450,98.46827133479212,1261,95.67526555386951
RUFY2,ENSG00000204130,627,51.81818181818182,268,58.64332603938731,1021,77.46585735963582
TET1,ENSG00000138336,1047,86.52892561983471,361,78.99343544857767,761,57.73899848254932
CCAR1,ENSG00000060339,882,72.89256198347107,371,81.1816192560175,993,75.34142640364189
DDX50,ENSG00000107625,844,69.75206611570248,262,57.330415754923415,817,61.98786039453717
DDX21,ENSG00000165732,835,69.00826446280992,291,63.67614879649891,945,71.69954476479515
VPS26A,ENSG00000122958,694,57.35537190082645,282,61.70678336980306,820,62.2154779969651
HK1,ENSG00000156515,744,61.48760330578512,217,47.4835886214442,847,64.26403641881639
MACROH2A2,ENSG00000099284,816,67.43801652892562,336,73.52297592997812,933,70.78907435508346
PPA1,ENSG00000180817,1194,98.67768595041322,449,98.24945295404814,1297,98.40667678300456
EIF4EBP2,ENSG00000148730,641,52.97520661157024,244,53.39168490153173,760,57.66312594840668
CDH23,ENSG00000107736,894,73.88429752066116,208,45.51422319474836,395,29.969650986342945
PSAP,ENSG00000197746,920,76.03305785123968,327,71.55361050328227,983,74.58270106221548
ANAPC16,ENSG00000166295,1018,84.13223140495867,341,74.61706783369803,1026,77.84522003034901
DDIT4,ENSG00000168209,856,70.74380165289256,329,71.99124726477024,803,60.925644916540215
MICU1,ENSG00000107745,883,72.97520661157024,303,66.3019693654267,979,74.27921092564492
P4HA1,ENSG00000122884,1017,84.04958677685951,267,58.42450765864332,649,49.241274658573595
DNAJC9,ENSG00000213551,642,53.05785123966942,146,31.947483588621445,493,37.405159332321695
MRPS16,ENSG00000182180,650,53.71900826446281,212,46.389496717724285,688,52.20030349013657
PPP3CB,ENSG00000107758,852,70.41322314049587,331,72.42888402625822,1043,79.1350531107739
CHCHD1,ENSG00000172586,733,60.578512396694215,259,56.67396061269147,851,64.56752655538695
VCL,ENSG00000035403,838,69.25619834710743,154,33.69803063457331,648,49.165402124430955
VDAC2,ENSG00000165637,1113,91.98347107438016,424,92.77899343544857,1265,95.97875569044007
RPS24,ENSG00000138326,1210,100.0,457,100.0,1318,100.0
NUTM2B-AS1,ENSG00000225484,873,72.14876033057851,331,72.42888402625822,1035,78.52807283763278
PRXL2A,ENSG00000122378,1029,85.04132231404958,329,71.99124726477024,1087,82.47344461305008
NRG3,ENSG00000185737,1125,92.97520661157024,374,81.83807439824945,1179,89.45371775417298
GHITM,ENSG00000165678,893,73.80165289256199,311,68.05251641137856,984,74.65857359635811
CCSER2,ENSG00000107771,965,79.75206611570248,390,85.33916849015317,1226,93.01972685887708
WAPL,ENSG00000062650,723,59.75206611570248,229,50.10940919037199,733,55.61456752655539
BMPR1A,ENSG00000107779,1116,92.23140495867769,327,71.55361050328227,949,72.00303490136571
GLUD1,ENSG00000148672,746,61.65289256198348,175,38.29321663019694,479,36.34294385432473
NUTM2A-AS1,ENSG00000223482,905,74.79338842975206,336,73.52297592997812,1047,79.43854324734446
ATAD1,ENSG00000138138,738,60.99173553719008,285,62.36323851203501,962,72.98937784522003
RPP30,ENSG00000148688,617,50.99173553719009,196,42.88840262582057,591,44.840667678300456
TNKS2,ENSG00000107854,637,52.64462809917355,199,43.544857768052516,694,52.65553869499241
MARCHF5,ENSG00000198060,700,57.85123966942148,321,70.24070021881839,922,69.95447647951441
PLCE1,ENSG00000138193,673,55.619834710743795,30,6.564551422319474,133,10.09104704097117
HELLS,ENSG00000119969,685,56.611570247933884,132,28.88402625820569,342,25.948406676783005
SORBS1,ENSG00000095637,821,67.85123966942149,273,59.73741794310722,1153,87.48103186646435
ZNF518A,ENSG00000177853,879,72.64462809917356,282,61.70678336980306,872,66.1608497723824
TM9SF3,ENSG00000077147,881,72.8099173553719,314,68.7089715536105,966,73.2928679817906
LCOR,ENSG00000196233,940,77.68595041322314,398,87.08971553610503,1220,92.56449165402124
PGAM1,ENSG00000171314,1073,88.67768595041322,369,80.74398249452955,1108,84.06676783004552
SCD,ENSG00000099194,714,59.008264462809926,238,52.078774617067836,883,66.99544764795145
NDUFB8,ENSG00000166136,1061,87.68595041322314,433,94.74835886214443,1248,94.68892261001517
MRPL43,ENSG00000055950,714,59.008264462809926,217,47.4835886214442,735,55.76631259484067
OGA,ENSG00000198408,953,78.7603305785124,397,86.87089715536105,1145,86.87405159332322
ARMH3,ENSG00000120029,658,54.3801652892562,232,50.76586433260394,703,53.338391502276174
CUEDC2,ENSG00000107874,751,62.066115702479344,273,59.73741794310722,854,64.79514415781486
ARL3,ENSG00000138175,1072,88.59504132231405,384,84.02625820568927,1188,90.13657056145675
NT5C2,ENSG00000076685,711,58.760330578512395,235,51.42231947483589,848,64.33990895295902
ATP5MK,ENSG00000173915,1145,94.62809917355372,437,95.62363238512035,1302,98.78603945371776
GSTO1,ENSG00000148834,676,55.867768595041326,159,34.79212253829322,374,28.376327769347498
MXI1,ENSG00000119950,855,70.66115702479338,361,78.99343544857767,1022,77.54172989377845
PDCD4,ENSG00000150593,1013,83.71900826446281,158,34.57330415754923,594,45.068285280728375
BBIP1,ENSG00000214413,625,51.652892561983464,200,43.7636761487965,808,61.305007587253414
SHOC2,ENSG00000108061,763,63.057851239669425,293,64.11378555798687,966,73.2928679817906
VTI1A,ENSG00000151532,821,67.85123966942149,318,69.58424507658644,998,75.72078907435508
NHLRC2,ENSG00000196865,625,51.652892561983464,142,31.072210065645518,489,37.101669195751136
ATRNL1,ENSG00000107518,970,80.16528925619835,371,81.1816192560175,1178,89.37784522003035
EMX2,ENSG00000170370,1007,83.22314049586777,302,66.08315098468272,559,42.41274658573596
RAB11FIP2,ENSG00000107560,722,59.6694214876033,196,42.88840262582057,508,38.54324734446131
FAM204A,ENSG00000165669,696,57.52066115702479,230,50.32822757111597,771,58.497723823975726
CACUL1,ENSG00000151893,712,58.84297520661157,299,65.42669584245077,800,60.69802731411229
EIF3A,ENSG00000107581,1063,87.85123966942149,418,91.46608315098467,1184,89.83308042488619
PRDX3,ENSG00000165672,792,65.45454545454545,252,55.14223194748359,776,58.877086494688925
TIAL1,ENSG00000151923,771,63.71900826446281,275,60.17505470459519,845,64.11229135053111
MCMBP,ENSG00000197771,607,50.16528925619834,179,39.16849015317287,588,44.613050075872536
FGFR2,ENSG00000066468,922,76.19834710743801,134,29.321663019693656,513,38.922610015174506
ATE1,ENSG00000107669,916,75.70247933884298,319,69.80306345733041,887,67.29893778452201
EEF1AKMT2,ENSG00000203791,608,50.247933884297524,183,40.0437636761488,677,51.365705614567524
CTBP2,ENSG00000175029,1091,90.16528925619835,376,82.27571115973743,1152,87.4051593323217
BCCIP,ENSG00000107949,785,64.87603305785123,253,55.36105032822757,663,50.30349013657056
GLRX3,ENSG00000108010,665,54.958677685950406,237,51.85995623632385,753,57.132018209408194
PPP2R2D,ENSG00000175470,619,51.15702479338843,258,56.455142231947484,844,64.03641881638846
BNIP3,ENSG00000176171,1101,90.99173553719008,432,94.52954048140045,1155,87.63277693474963
ECHS1,ENSG00000127884,800,66.11570247933885,237,51.85995623632385,725,55.00758725341427
MTG1,ENSG00000148824,697,57.60330578512397,200,43.7636761487965,620,47.040971168437025
PSMD13,ENSG00000185627,814,67.27272727272727,292,63.89496717724289,927,70.33383915022762
RNH1,ENSG00000023191,785,64.87603305785123,254,55.57986870897156,829,62.89833080424886
TALDO1,ENSG00000177156,848,70.08264462809917,319,69.80306345733041,1030,78.14871016691957
RPLP2,ENSG00000177600,1210,100.0,457,100.0,1318,100.0
POLR2L,ENSG00000177700,924,76.36363636363637,345,75.49234135667396,936,71.01669195751138
CD81,ENSG00000110651,1117,92.31404958677686,393,85.99562363238512,1173,88.99848254931715
NAP1L4,ENSG00000205531,997,82.39669421487604,368,80.52516411378556,1084,82.24582701062215
RRM1,ENSG00000167325,673,55.619834710743795,156,34.13566739606127,498,37.7845220030349
TAF10,ENSG00000166337,659,54.46280991735537,240,52.516411378555794,729,55.31107738998483
RPL27A,ENSG00000166441,1210,100.0,457,100.0,1318,100.0
DENND5A,ENSG00000184014,857,70.82644628099175,267,58.42450765864332,928,70.40971168437025
TMEM41B,ENSG00000166471,703,58.099173553719005,231,50.54704595185996,758,57.5113808801214
IPO7,ENSG00000205339,801,66.19834710743801,259,56.67396061269147,906,68.74051593323217
SBF2,ENSG00000133812,1139,94.13223140495867,417,91.2472647702407,1188,90.13657056145675
EIF4G2,ENSG00000110321,1157,95.6198347107438,451,98.6870897155361,1306,99.08952959028832
USP47,ENSG00000170242,1107,91.48760330578513,427,93.43544857768052,1181,89.60546282245826
DKK3,ENSG00000050165,813,67.1900826446281,159,34.79212253829322,563,42.716236722306526
TEAD1,ENSG00000187079,1054,87.10743801652893,372,81.4004376367615,919,69.7268588770865
FAR1,ENSG00000197601,748,61.81818181818181,284,62.144420131291035,957,72.61001517450683
COPB1,ENSG00000129083,818,67.60330578512396,316,69.14660831509846,947,71.85128983308043
PSMA1,ENSG00000129084,1048,86.61157024793388,380,83.15098468271334,1104,83.76327769347496
C11orf58,ENSG00000110696,1125,92.97520661157024,424,92.77899343544857,1217,92.33687405159333
RPS13,ENSG00000110700,1210,100.0,457,100.0,1318,100.0
PIK3C2A,ENSG00000011405,1010,83.47107438016529,345,75.49234135667396,953,72.30652503793627
NUCB2,ENSG00000070081,790,65.28925619834712,252,55.14223194748359,1008,76.4795144157815
LDHA,ENSG00000134333,1086,89.75206611570248,396,86.65207877461707,1147,87.0257966616085
TSG101,ENSG00000074319,809,66.85950413223141,335,73.30415754923413,1059,80.34901365705615
ZDHHC13,ENSG00000177054,659,54.46280991735537,136,29.75929978118162,466,35.35660091047041
METTL15,ENSG00000169519,728,60.16528925619835,185,40.48140043763676,600,45.52352048558422
MPPED2,ENSG00000066382,1199,99.0909090909091,442,96.71772428884027,1239,94.0060698027314
IMMP1L,ENSG00000148950,808,66.77685950413223,242,52.95404814004377,712,54.02124430955993
RCN1,ENSG00000049449,1038,85.78512396694215,301,65.86433260393873,191,14.49165402124431
EIF3M,ENSG00000149100,1099,90.82644628099173,396,86.65207877461707,1119,84.90136570561457
QSER1,ENSG00000060749,751,62.066115702479344,344,75.27352297592998,932,70.71320182094082
CSTF3,ENSG00000176102,750,61.98347107438017,264,57.76805251641138,907,68.81638846737481
FJX1,ENSG00000179431,735,60.74380165289256,359,78.55579868708972,1131,85.81183611532626
TRIM44,ENSG00000166326,988,81.65289256198346,366,80.0875273522976,1074,81.48710166919575
LDLRAD3,ENSG00000179241,982,81.15702479338843,331,72.42888402625822,705,53.490136570561454
API5,ENSG00000166181,769,63.553719008264466,239,52.29759299781181,772,58.573596358118365
TTC17,ENSG00000052841,1097,90.6611570247934,403,88.18380743982495,1186,89.98482549317147
HSD17B12,ENSG00000149084,716,59.17355371900827,207,45.29540481400438,745,56.525037936267076
TSPAN18,ENSG00000157570,787,65.0413223140496,305,66.73960612691467,1023,77.6176024279211
MDK,ENSG00000110492,749,61.90082644628099,172,37.63676148796499,248,18.81638846737481
AMBRA1,ENSG00000110497,749,61.90082644628099,308,67.39606126914661,867,65.7814871016692
CKAP5,ENSG00000175216,692,57.190082644628106,263,57.54923413566739,897,68.05766312594841
LRP4,ENSG00000134569,743,61.40495867768595,74,16.192560175054705,127,9.635811836115327
CSTPP1,ENSG00000149179,1076,88.92561983471074,358,78.33698030634574,1102,83.61153262518968
DDB2,ENSG00000134574,792,65.45454545454545,136,29.75929978118162,357,27.086494688922606
PSMC3,ENSG00000165916,766,63.30578512396694,282,61.70678336980306,831,63.05007587253414
CELF1,ENSG00000149187,945,78.099173553719,389,85.12035010940919,1163,88.23975720789075
NDUFS3,ENSG00000213619,796,65.78512396694215,271,59.29978118161926,895,67.90591805766313
MTCH2,ENSG00000109919,705,58.26446280991735,293,64.11378555798687,943,71.54779969650986
FNBP4,ENSG00000109920,951,78.59504132231405,314,68.7089715536105,961,72.91350531107739
NUP160,ENSG00000030066,770,63.63636363636363,301,65.86433260393873,930,70.56145675265554
MED19,ENSG00000156603,615,50.82644628099173,217,47.4835886214442,792,60.09104704097117
SELENOH,ENSG00000211450,1058,87.43801652892562,384,84.02625820568927,1122,85.12898330804249
ZFP91,ENSG00000186660,668,55.20661157024793,237,51.85995623632385,757,57.43550834597876
MRPL16,ENSG00000166902,667,55.12396694214876,198,43.32603938730853,519,39.37784522003035
TMEM132A,ENSG00000006118,627,51.81818181818182,252,55.14223194748359,967,73.36874051593323
DDB1,ENSG00000167986,672,55.53719008264463,223,48.796498905908095,698,52.95902883156297
TMEM258,ENSG00000134825,1139,94.13223140495867,418,91.46608315098467,1189,90.2124430955994
FADS2,ENSG00000134824,632,52.231404958677686,249,54.48577680525164,754,57.207890743550834
FADS1,ENSG00000149485,786,64.95867768595042,308,67.39606126914661,991,75.18968133535661
FTH1,ENSG00000167996,1210,100.0,457,100.0,1318,100.0
EEF1G,ENSG00000254772,1210,100.0,457,100.0,1318,100.0
UBXN1,ENSG00000162191,984,81.32231404958678,430,94.09190371991247,1212,91.95751138088012
BSCL2,ENSG00000168000,614,50.743801652892564,233,50.984682713347915,894,67.83004552352048
POLR2G,ENSG00000168002,858,70.9090909090909,259,56.67396061269147,799,60.62215477996965
SNHG1,ENSG00000255717,799,66.03305785123968,247,54.04814004376368,700,53.110773899848255
SLC3A2,ENSG00000168003,933,77.10743801652893,326,71.33479212253829,799,60.62215477996965
RTN3,ENSG00000133318,1185,97.93388429752066,456,99.78118161925602,1315,99.77238239757207
COX8A,ENSG00000176340,1075,88.84297520661157,404,88.40262582056893,1230,93.32321699544764
STIP1,ENSG00000168439,644,53.223140495867774,248,54.26695842450766,777,58.952959028831565
VEGFB,ENSG00000173511,758,62.64462809917355,162,35.44857768052516,446,33.8391502276176
PPP1R14B,ENSG00000173457,1067,88.18181818181819,447,97.81181619256017,1293,98.103186646434
TRMT112,ENSG00000173113,1011,83.55371900826447,317,69.36542669584244,917,69.57511380880122
PRDX5,ENSG00000126432,1139,94.13223140495867,429,93.8730853391685,1248,94.68892261001517
ARL2,ENSG00000213465,701,57.93388429752066,195,42.669584245076585,709,53.79362670713201
VPS51,ENSG00000149823,608,50.247933884297524,199,43.544857768052516,652,49.46889226100152
FAU,ENSG00000149806,1210,100.0,457,100.0,1318,100.0
NEAT1,ENSG00000245532,647,53.471074380165284,128,28.00875273522976,237,17.981790591805765
MALAT1,ENSG00000251562,1210,100.0,457,100.0,1318,100.0
CFL1,ENSG00000172757,1206,99.6694214876033,457,100.0,1317,99.92412746585735
DRAP1,ENSG00000175550,939,77.60330578512396,322,70.45951859956236,1116,84.67374810318664
BANF1,ENSG00000175334,1039,85.86776859504133,366,80.0875273522976,1090,82.70106221547799
SF3B2,ENSG00000087365,999,82.56198347107438,343,75.054704595186,1038,78.7556904400607
MRPL11,ENSG00000174547,716,59.17355371900827,199,43.544857768052516,473,35.88770864946889
RBM4,ENSG00000173933,1041,86.03305785123968,414,90.59080962800876,1122,85.12898330804249
PPP1CA,ENSG00000172531,654,54.049586776859506,181,39.606126914660834,588,44.613050075872536
GSTP1,ENSG00000084207,1201,99.25619834710744,437,95.62363238512035,1175,89.15022761760243
NDUFV1,ENSG00000167792,738,60.99173553719008,209,45.73304157549234,878,66.61608497723824
NDUFS8,ENSG00000110717,1009,83.38842975206612,366,80.0875273522976,1128,85.58421851289833
CHKA,ENSG00000110721,660,54.54545454545454,181,39.606126914660834,611,46.35811836115326
PPP6R3,ENSG00000110075,1024,84.62809917355372,353,77.24288840262582,1045,79.28679817905918
MRPL21,ENSG00000197345,611,50.49586776859504,211,46.17067833698031,731,55.46282245827011
CCND1,ENSG00000110092,708,58.51239669421487,92,20.13129102844639,30,2.2761760242792106
NUMA1,ENSG00000137497,622,51.404958677685954,245,53.610503282275715,783,59.408194233687404
LAMTOR1,ENSG00000149357,842,69.58677685950413,231,50.54704595185996,729,55.31107738998483
FCHSD2,ENSG00000137478,1053,87.02479338842976,369,80.74398249452955,1185,89.90895295902884
FAM168A,ENSG00000054965,939,77.60330578512396,375,82.05689277899344,1120,84.9772382397572
RAB6A,ENSG00000175582,884,73.05785123966942,326,71.33479212253829,1065,80.80424886191199
COA4,ENSG00000181924,733,60.578512396694215,215,47.04595185995623,641,48.634294385432476
RNF169,ENSG00000166439,697,57.60330578512397,196,42.88840262582057,689,52.27617602427921
SPCS2,ENSG00000118363,1133,93.63636363636364,414,90.59080962800876,1199,90.9711684370258
RPS3,ENSG00000149273,1210,100.0,457,100.0,1318,100.0
UVRAG,ENSG00000198382,765,63.22314049586777,276,60.393873085339166,897,68.05766312594841
THAP12,ENSG00000137492,646,53.388429752066116,205,44.85776805251641,626,47.496206373292864
CLNS1A,ENSG00000074201,1063,87.85123966942149,346,75.71115973741794,929,70.4855842185129
AAMDC,ENSG00000087884,717,59.256198347107436,220,48.14004376367615,504,38.23975720789075
NDUFC2,ENSG00000151366,1178,97.35537190082646,450,98.46827133479212,1280,97.11684370257967
TENM4,ENSG00000149256,1194,98.67768595041322,453,99.12472647702407,1303,98.8619119878604
CCDC90B,ENSG00000137500,739,61.074380165289256,250,54.70459518599562,869,65.93323216995448
PICALM,ENSG00000073921,951,78.59504132231405,381,83.36980306345733,1070,81.18361153262519
HIKESHI,ENSG00000149196,739,61.074380165289256,282,61.70678336980306,915,69.42336874051594
TMEM135,ENSG00000166575,703,58.099173553719005,196,42.88840262582057,657,49.84825493171472
FAT3,ENSG00000165323,1125,92.97520661157024,215,47.04595185995623,981,74.4309559939302
SLC36A4,ENSG00000180773,763,63.057851239669425,236,51.64113785557986,776,58.877086494688925
TAF1D,ENSG00000166012,944,78.01652892561984,322,70.45951859956236,964,73.14112291350531
C11orf54,ENSG00000182919,658,54.3801652892562,194,42.4507658643326,541,41.047040971168435
MED17,ENSG00000042429,656,54.21487603305785,331,72.42888402625822,887,67.29893778452201
CWC15,ENSG00000150316,1013,83.71900826446281,356,77.89934354485777,1065,80.80424886191199
SESN3,ENSG00000149212,856,70.74380165289256,252,55.14223194748359,765,58.04248861911988
CEP57,ENSG00000166037,953,78.7603305785124,347,75.92997811816193,997,75.64491654021245
TMEM123,ENSG00000152558,900,74.3801652892562,293,64.11378555798687,391,29.666160849772382
DCUN1D5,ENSG00000137692,790,65.28925619834712,289,63.23851203501094,921,69.87860394537178
PDGFD,ENSG00000170962,616,50.90909090909091,59,12.910284463894966,12,0.9104704097116844
AASDHPPT,ENSG00000149313,813,67.1900826446281,330,72.21006564551422,1111,84.29438543247343
CWF19L2,ENSG00000152404,747,61.735537190082646,248,54.26695842450766,787,59.71168437025797
CUL5,ENSG00000166266,1031,85.20661157024793,367,80.30634573304157,1106,83.91502276176024
ATM,ENSG00000149311,878,72.56198347107437,302,66.08315098468272,923,70.03034901365706
DDX10,ENSG00000178105,653,53.96694214876033,213,46.608315098468275,818,62.06373292867981
RDX,ENSG00000137710,1131,93.47107438016529,418,91.46608315098467,1068,81.03186646433991
ZC3H12C,ENSG00000149289,923,76.28099173553719,343,75.054704595186,448,33.99089529590288
FDX1,ENSG00000137714,638,52.72727272727272,156,34.13566739606127,407,30.880121396054626
TIMM8B,ENSG00000150779,892,73.71900826446281,352,77.02407002188184,1066,80.88012139605463
SDHD,ENSG00000204370,617,50.99173553719009,145,31.72866520787746,391,29.666160849772382
PTS,ENSG00000150787,765,63.22314049586777,289,63.23851203501094,861,65.32625189681336
NCAM1,ENSG00000149294,1197,98.92561983471074,455,99.56236323851203,1315,99.77238239757207
SIK3,ENSG00000160584,1042,86.11570247933884,329,71.99124726477024,1027,77.92109256449166
FXYD6,ENSG00000137726,1116,92.23140495867769,423,92.5601750547046,1142,86.6464339908953
ATP5MG,ENSG00000167283,1199,99.0909090909091,454,99.34354485776805,1312,99.54476479514416
DDX6,ENSG00000110367,1025,84.71074380165288,400,87.527352297593,1209,91.7298937784522
RPS25,ENSG00000118181,1210,100.0,457,100.0,1318,100.0
CBL,ENSG00000110395,655,54.132231404958674,199,43.544857768052516,694,52.65553869499241
ARHGEF12,ENSG00000196914,810,66.94214876033058,260,56.89277899343544,929,70.4855842185129
MIR100HG,ENSG00000255248,1005,83.05785123966942,146,31.947483588621445,637,48.33080424886192
HSPA8,ENSG00000109971,1166,96.36363636363636,443,96.93654266958424,1306,99.08952959028832
PKNOX2,ENSG00000165495,688,56.85950413223141,164,35.886214442013134,562,42.640364188163886
FEZ1,ENSG00000149557,1020,84.29752066115702,326,71.33479212253829,1249,94.76479514415782
EI24,ENSG00000149547,625,51.652892561983464,248,54.26695842450766,872,66.1608497723824
APLP2,ENSG00000084234,858,70.9090909090909,364,79.64989059080962,1084,82.24582701062215
ZBTB44,ENSG00000196323,605,50.0,209,45.73304157549234,752,57.056145675265554
NTM,ENSG00000182667,681,56.28099173553719,132,28.88402625820569,726,55.08345978755691
OPCML,ENSG00000183715,885,73.14049586776859,254,55.57986870897156,1007,76.40364188163885
JAM3,ENSG00000166086,819,67.68595041322314,208,45.51422319474836,681,51.66919575113808
